date,unix,open,high,low,close,Volume BTC,Volume USD
2020-01-01,1577880000.0,7195.544405837388,7197.78041695622,7193.5475469075745,7195.470597637248,0.7738763044961778,5568.05647612988
2020-01-02,1577966370.0,7072.444243055556,7075.311576388889,7069.474138888889,7072.4356875,2.7588249682430552,19391.922772736194
2020-01-03,1578052770.0,7217.387965277778,7221.728930555556,7213.3363125,7217.607402777778,5.6060618663125,40536.64525504326
2020-01-04,1578139170.0,7321.569263888889,7324.1544791666665,7318.995472222223,7321.5106875,2.2616231621458334,16544.766783758532
2020-01-05,1578225570.0,7429.922041666667,7432.580777777778,7427.370173611112,7429.768534722222,1.8800512885347223,13962.848189562432
2020-01-06,1578311970.0,7532.939645833333,7536.96598611111,7529.5088749999995,7533.281097222221,4.672418596048611,35510.65740733722
2020-01-07,1578398370.0,7928.9740763888885,7935.058409722222,7923.703361111111,7929.370680555555,8.443279730819444,66919.29244974347
2020-01-08,1578484770.0,8235.129013888889,8242.104715277777,8228.576625,8235.337180555554,8.273078112444445,68004.01881466388
2020-01-09,1578571170.0,7898.144874999999,7902.779506944445,7893.945340277777,7898.300930555555,4.1369751665138885,32650.959264552486
2020-01-10,1578657570.0,7887.503145833333,7892.934347222223,7882.194548611112,7887.638333333332,6.249991845048611,49654.31280531082
2020-01-11,1578743970.0,8112.952687499999,8117.133097222222,8108.9841875,8112.917541666667,2.6307828566666664,21365.794456153144
2020-01-12,1578830370.0,8110.869131944445,8114.341284722222,8107.994034722223,8110.954194444444,1.4278380233958334,11577.001439385887
2020-01-13,1578916770.0,8102.115826388888,8105.290659722223,8098.947430555556,8102.120305555556,2.78572159475,22562.60635955546
2020-01-14,1579003170.0,8573.86136111111,8581.4541875,8567.114777777777,8574.334854166666,11.812105509597222,101547.40442258547
2020-01-15,1579089570.0,8743.047381944445,8749.501965277777,8737.056493055556,8743.136027777779,5.977002360666667,52363.308786625515
2020-01-16,1579175970.0,8673.441333333332,8678.901090277777,8668.648472222223,8673.136152777779,4.661811441944445,40363.55693681446
2020-01-17,1579262370.0,8851.768819444444,8858.805243055556,8846.009659722222,8852.227479166668,6.502177169972222,57774.278158921115
2020-01-18,1579348770.0,8891.187229166666,8895.9636875,8886.831395833335,8890.9120625,2.5541731014930553,22718.109125320254
2020-01-19,1579435170.0,8846.751979166667,8852.363229166667,8841.619715277779,8847.03917361111,6.10100689375,53553.02026974969
2020-01-20,1579521570.0,8644.177305555555,8648.285138888888,8640.270756944445,8644.113159722221,3.069582119576389,26511.569143390494
2020-01-21,1579607970.0,8645.4553125,8649.54101388889,8642.026243055556,8645.579763888889,2.3574230278124997,20355.180706702526
2020-01-22,1579694370.0,8665.161284722222,8668.557868055555,8662.160361111111,8665.420555555555,2.1832028634097225,18907.976322219238
2020-01-23,1579780770.0,8435.917298611112,8440.147569444445,8431.593347222222,8435.952659722223,5.9798686025,50304.66810373803
2020-01-24,1579867170.0,8382.822875,8387.344097222222,8378.999506944443,8383.221666666666,4.465576550875,37394.36950810958
2020-01-25,1579953570.0,8320.645243055556,8325.186597222222,8316.904375,8320.78567361111,1.953326355666667,16268.361379473929
2020-01-26,1580039970.0,8428.812340277778,8433.12488888889,8425.080527777778,8428.663263888888,4.403184566520833,37124.17509397996
2020-01-27,1580126370.0,8722.290909722222,8728.26945138889,8717.224986111112,8722.28711111111,6.680399126805556,58627.67133067723
2020-01-28,1580212770.0,9040.525791666667,9048.31445138889,9034.490375000001,9041.031381944444,6.6427495521875,60408.34410112427
2020-01-29,1580299170.0,9330.242159722224,9336.964777777777,9324.004159722223,9330.04275,4.501330518076388,42025.92573197381
2020-01-30,1580385570.0,9369.466777777778,9376.808215277777,9363.687326388888,9369.684201388889,5.517471374263889,51834.943094069145
2020-01-31,1580471970.0,9341.475534722222,9347.843805555556,9335.805090277778,9341.253909722223,3.478904379826389,32480.27225997657
2020-02-01,1580558370.0,9371.496298611111,9377.013090277778,9367.209006944446,9371.398569444444,1.1590294877916667,10865.404358339803
2020-02-02,1580644770.0,9376.004381944445,9382.439277777778,9370.842805555556,9375.739361111111,2.0942997142986113,19559.85996736879
2020-02-03,1580731170.0,9328.921805555556,9335.6675,9323.895611111111,9329.29023611111,3.3042593780624996,30923.984665727614
2020-02-04,1580817570.0,9201.90770138889,9208.40129861111,9196.948027777778,9202.141208333333,3.380017679729167,31097.554877284696
2020-02-05,1580903970.0,9401.323881944445,9408.177340277778,9396.03404861111,9400.9663125,5.599977734916667,53126.06263209773
2020-02-06,1580990370.0,9687.450381944445,9695.675847222223,9681.624743055556,9687.489340277778,5.246172690756945,50962.02106344663
2020-02-07,1581076770.0,9774.838555555556,9781.961756944444,9770.340999999999,9775.785979166667,2.787146505076389,27267.620606569635
2020-02-08,1581163170.0,9811.599923611111,9817.624347222223,9807.830666666667,9812.206222222223,2.2699552409374997,22262.10452923044
2020-02-09,1581249570.0,10079.583152777777,10085.899909722222,10075.0826875,10079.68473611111,3.354401303743056,33752.017479895796
2020-02-10,1581335970.0,9921.348138888889,9928.406833333333,9915.559027777777,9920.902277777777,5.250463813083333,52037.2616063188
2020-02-11,1581422370.0,9956.3116875,9963.591993055556,9950.8704375,9956.3916875,5.6441641408541665,56809.099879745954
2020-02-12,1581508770.0,10342.722916666668,10350.00575,10337.043944444444,10342.781875,4.5509787688125005,47079.39822333664
2020-02-13,1581595170.0,10284.42704861111,10293.61879861111,10277.623555555556,10284.806888888888,6.4912856137083335,66640.84454835409
2020-02-14,1581681570.0,10260.131868055556,10268.148451388888,10254.924118055556,10260.132270833334,4.298873257194444,44064.38176010593
2020-02-15,1581767970.0,10142.723118055555,10149.204222222223,10137.2225,10143.196673611112,4.0016016283402775,40220.81701980364
2020-02-16,1581854370.0,9903.501,9911.751569444445,9898.214097222222,9903.582215277778,2.8704699653750003,28318.09906216146
2020-02-17,1581940770.0,9718.862194444444,9727.651749999999,9711.722076388889,9718.714847222223,4.1063923093819445,39763.86849273092
2020-02-18,1582027170.0,9844.464638888889,9852.834270833333,9838.014604166667,9844.985881944445,4.690523570159722,46630.47755758133
2020-02-19,1582113570.0,10098.174097222221,10105.414576388888,10091.22763888889,10098.323409722223,6.900569917638889,68589.04346929565
2020-02-20,1582199970.0,9580.485729166667,9587.769645833332,9574.504215277779,9581.628520833334,4.589229916111111,43934.75298382038
2020-02-21,1582286370.0,9687.957201388888,9694.720888888889,9683.27661111111,9688.952222222222,2.966299127034722,28752.858059176488
2020-02-22,1582372770.0,9659.429819444444,9663.45,9656.527034722221,9659.62311111111,1.455946899951389,14064.208905239399
2020-02-23,1582459170.0,9868.603625,9873.810402777777,9864.787722222223,9868.751423611111,2.311961344777778,22868.611395802985
2020-02-24,1582545570.0,9733.387305555556,9740.955854166667,9727.532631944445,9734.371027777777,4.081255352576389,39673.02483890362
2020-02-25,1582631970.0,9488.810715277777,9496.052840277778,9482.903180555555,9489.207041666667,4.361113163493055,41230.34663300168
2020-02-26,1582718370.0,9032.773895833334,9040.710409722222,9025.06595138889,9032.847895833334,8.030693016534723,72089.24969980268
2020-02-27,1582804770.0,8795.016423611112,8802.25807638889,8788.212465277777,8795.391493055555,6.4402108775,56609.66698990644
2020-02-28,1582891170.0,8697.248645833333,8704.976909722222,8690.83851388889,8697.951965277778,4.546514741423611,39302.37241751367
